"schema_name","table_name","approx_rows","column_id","column_name","sql_type","max_length","precision","scale","is_nullable"
"dbo","_InfoRg6947",725,9,"_Fld6952","binary",1,0,0,0
"dbo","_InfoRg6947",725,10,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg6956",0,1,"_Fld6957_TYPE","binary",1,0,0,0
"dbo","_InfoRg6956",0,2,"_Fld6957_RTRef","binary",4,0,0,0
"dbo","_InfoRg6956",0,3,"_Fld6957_RRRef","binary",16,0,0,0
"dbo","_InfoRg6956",0,4,"_Fld6958RRef","binary",16,0,0,0
"dbo","_InfoRg6956",0,5,"_Fld6959","binary",1,0,0,0
"dbo","_InfoRg6956",0,6,"_Fld6960RRef","binary",16,0,0,0
"dbo","_InfoRg6956",0,7,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg6963",27,1,"_Fld6964RRef","binary",16,0,0,0
"dbo","_InfoRg6963",27,2,"_Fld6965","binary",1,0,0,0
"dbo","_InfoRg6963",27,3,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg6966",0,1,"_Fld6967_TYPE","binary",1,0,0,0
"dbo","_InfoRg6966",0,2,"_Fld6967_RTRef","binary",4,0,0,0
"dbo","_InfoRg6966",0,3,"_Fld6967_RRRef","binary",16,0,0,0
"dbo","_InfoRg6966",0,4,"_Fld6968","nvarchar",64,0,0,0
"dbo","_InfoRg6966",0,5,"_Fld6969","binary",1,0,0,0
"dbo","_InfoRg6966",0,6,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg6972",0,1,"_Fld6973_TYPE","binary",1,0,0,0
"dbo","_InfoRg6972",0,2,"_Fld6973_RTRef","binary",4,0,0,0
"dbo","_InfoRg6972",0,3,"_Fld6973_RRRef","binary",16,0,0,0
"dbo","_InfoRg6972",0,4,"_Fld6974","varbinary",-1,0,0,0
"dbo","_InfoRg6972",0,5,"_Fld6975","varbinary",-1,0,0,0
"dbo","_InfoRg6972",0,6,"_Fld6976","binary",1,0,0,0
"dbo","_InfoRg6972",0,7,"_Fld9171","nvarchar",500,0,0,0
"dbo","_InfoRg6972",0,8,"_Fld6977","nvarchar",160,0,0,0
"dbo","_InfoRg6972",0,9,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg6982",0,1,"_Fld6983_TYPE","binary",1,0,0,0
"dbo","_InfoRg6982",0,2,"_Fld6983_RTRef","binary",4,0,0,0
"dbo","_InfoRg6982",0,3,"_Fld6983_RRRef","binary",16,0,0,0
"dbo","_InfoRg6982",0,4,"_Fld6984","binary",1,0,0,0
"dbo","_InfoRg6982",0,5,"_Fld6985","numeric",5,1,0,0
"dbo","_InfoRg6982",0,6,"_Fld6986","nvarchar",-1,0,0,0
"dbo","_InfoRg6982",0,7,"_Fld6987","nvarchar",100,0,0,0
"dbo","_InfoRg6982",0,8,"_Fld6988","nvarchar",-1,0,0,0
"dbo","_InfoRg6982",0,9,"_Fld6989","nvarchar",-1,0,0,0
"dbo","_InfoRg6982",0,10,"_Fld6990","numeric",9,10,0,0
"dbo","_InfoRg6982",0,11,"_Fld6991","binary",1,0,0,0
"dbo","_InfoRg6982",0,12,"_Fld6992RRef","binary",16,0,0,0
"dbo","_InfoRg6982",0,13,"_Fld6993","binary",1,0,0,0
"dbo","_InfoRg6982",0,14,"_Fld6994","nvarchar",-1,0,0,0
"dbo","_InfoRg6982",0,15,"_Fld6995","binary",1,0,0,0
"dbo","_InfoRg6982",0,16,"_Fld6996","binary",1,0,0,0
"dbo","_InfoRg6982",0,17,"_Fld6997","binary",1,0,0,0
"dbo","_InfoRg6982",0,18,"_Fld6998","numeric",9,10,0,0
"dbo","_InfoRg6982",0,19,"_Fld6999","binary",1,0,0,0
"dbo","_InfoRg6982",0,20,"_Fld7000","nvarchar",100,0,0,0
"dbo","_InfoRg6982",0,21,"_Fld7001","numeric",5,5,0,0
"dbo","_InfoRg6982",0,22,"_Fld7002","nvarchar",-1,0,0,0
"dbo","_InfoRg6982",0,23,"_Fld7003","binary",1,0,0,0
"dbo","_InfoRg6982",0,24,"_Fld7004","nvarchar",-1,0,0,0
"dbo","_InfoRg6982",0,25,"_Fld7005","binary",1,0,0,0
"dbo","_InfoRg6982",0,26,"_Fld7006","nvarchar",330,0,0,0
"dbo","_InfoRg6982",0,27,"_Fld7007","binary",1,0,0,0
"dbo","_InfoRg6982",0,28,"_Fld10274","numeric",5,7,0,0
"dbo","_InfoRg6982",0,29,"_Fld7008RRef","binary",16,0,0,0
"dbo","_InfoRg6982",0,30,"_Fld7009","numeric",9,10,0,0
"dbo","_InfoRg6982",0,31,"_Fld7010","numeric",9,10,0,0
"dbo","_InfoRg6982",0,32,"_Fld7011","varbinary",-1,0,0,0
"dbo","_InfoRg6982",0,33,"_Fld10275RRef","binary",16,0,0,0
"dbo","_InfoRg6982",0,34,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7015",0,1,"_Fld7016RRef","binary",16,0,0,0
"dbo","_InfoRg7015",0,2,"_Fld7017","nvarchar",-1,0,0,0
"dbo","_InfoRg7015",0,3,"_Fld7018","nvarchar",330,0,0,0
"dbo","_InfoRg7015",0,4,"_Fld7019","binary",1,0,0,0
"dbo","_InfoRg7021",0,1,"_Fld7022RRef","binary",16,0,0,0
"dbo","_InfoRg7021",0,2,"_Fld7023RRef","binary",16,0,0,0
"dbo","_InfoRg7021",0,3,"_Fld7024","nvarchar",-1,0,0,0
"dbo","_InfoRg7021",0,4,"_Fld7025","binary",1,0,0,0
"dbo","_InfoRg7021",0,5,"_Fld7026","binary",1,0,0,0
"dbo","_InfoRg7021",0,6,"_Fld7027","nvarchar",-1,0,0,0
"dbo","_InfoRg7021",0,7,"_Fld7028RRef","binary",16,0,0,0
"dbo","_InfoRg7021",0,8,"_Fld7029","nvarchar",-1,0,0,0
"dbo","_InfoRg7021",0,9,"_Fld7030","binary",1,0,0,0
"dbo","_InfoRg7021",0,10,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7036",57,1,"_Fld7037RRef","binary",16,0,0,0
"dbo","_InfoRg7036",57,2,"_Fld7038","nvarchar",200,0,0,0
"dbo","_InfoRg7036",57,3,"_Fld7039","nvarchar",64,0,0,0
"dbo","_InfoRg7036",57,4,"_Fld7040","nvarchar",64,0,0,0
"dbo","_InfoRg7036",57,5,"_Fld7041","nvarchar",40,0,0,0
"dbo","_InfoRg7043",0,1,"_Fld7044RRef","binary",16,0,0,0
"dbo","_InfoRg7043",0,2,"_Fld7045","nvarchar",100,0,0,0
"dbo","_InfoRg7043",0,3,"_Fld7046","nvarchar",100,0,0,0
"dbo","_InfoRg7043",0,4,"_Fld7047","binary",16,0,0,0
"dbo","_InfoRg7043",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7052",0,1,"_Fld7053_TYPE","binary",1,0,0,0
"dbo","_InfoRg7052",0,2,"_Fld7053_RTRef","binary",4,0,0,0
"dbo","_InfoRg7052",0,3,"_Fld7053_RRRef","binary",16,0,0,0
"dbo","_InfoRg7052",0,4,"_Fld1648","numeric",5,7,0,0
"dbo","_InfoRg7055",0,1,"_Fld7056RRef","binary",16,0,0,0
"dbo","_InfoRg7055",0,2,"_Fld7057","varbinary",-1,0,0,0
"dbo","_InfoRg7055",0,3,"_Fld1648","numeric",5,7,0,0
"dbo","_InfoRg7059",0,1,"_Fld7060RRef","binary",16,0,0,0
"dbo","_InfoRg7059",0,2,"_Fld7061","varbinary",-1,0,0,0
"dbo","_InfoRg7059",0,3,"_Fld1648","numeric",5,7,0,0
"dbo","_InfoRg7063",0,1,"_Fld7064RRef","binary",16,0,0,0
"dbo","_InfoRg7063",0,2,"_Fld1648","numeric",5,7,0,0
"dbo","_InfoRg7066",0,1,"_Fld7067RRef","binary",16,0,0,0
"dbo","_InfoRg7066",0,2,"_Fld7068","binary",16,0,0,0
"dbo","_InfoRg7066",0,3,"_Fld7069RRef","binary",16,0,0,0
"dbo","_InfoRg7066",0,4,"_Fld1648","numeric",5,7,0,0
"dbo","_InfoRg7072",6,1,"_Fld7073","nvarchar",256,0,0,0
"dbo","_InfoRg7072",6,2,"_Fld7074","varbinary",-1,0,0,0
"dbo","_InfoRg7076",0,1,"_Fld7077RRef","binary",16,0,0,0
"dbo","_InfoRg7076",0,2,"_Fld7078RRef","binary",16,0,0,0
"dbo","_InfoRg7076",0,3,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7080",0,1,"_Fld7081","binary",16,0,0,0
"dbo","_InfoRg7080",0,2,"_Fld7082","nvarchar",300,0,0,0
"dbo","_InfoRg7080",0,3,"_Fld1648","numeric",5,7,0,0
"dbo","_InfoRg7084",0,1,"_Fld7085_TYPE","binary",1,0,0,0
"dbo","_InfoRg7084",0,2,"_Fld7085_RTRef","binary",4,0,0,0
"dbo","_InfoRg7084",0,3,"_Fld7085_RRRef","binary",16,0,0,0
"dbo","_InfoRg7084",0,4,"_Fld7086","nvarchar",200,0,0,0
"dbo","_InfoRg7084",0,5,"_Fld7087","nvarchar",64,0,0,0
"dbo","_InfoRg7084",0,6,"_Fld7088","nvarchar",64,0,0,0
"dbo","_InfoRg7084",0,7,"_Fld7089","nvarchar",40,0,0,0
"dbo","_InfoRg7084",0,8,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7091",0,1,"_Fld7092RRef","binary",16,0,0,0
"dbo","_InfoRg7091",0,2,"_Fld7093RRef","binary",16,0,0,0
"dbo","_InfoRg7091",0,3,"_Fld7094RRef","binary",16,0,0,0
"dbo","_InfoRg7091",0,4,"_Fld7095","nvarchar",512,0,0,0
"dbo","_InfoRg7091",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7102",0,1,"_Fld7103_TYPE","binary",1,0,0,0
"dbo","_InfoRg7102",0,2,"_Fld7103_RTRef","binary",4,0,0,0
"dbo","_InfoRg7102",0,3,"_Fld7103_RRRef","binary",16,0,0,0
"dbo","_InfoRg7102",0,4,"_Fld7104RRef","binary",16,0,0,0
"dbo","_InfoRg7102",0,5,"_Fld9420","nvarchar",40,0,0,0
"dbo","_InfoRg7102",0,6,"_Fld7105","nvarchar",40,0,0,0
"dbo","_InfoRg7102",0,7,"_Fld7106","binary",1,0,0,0
"dbo","_InfoRg7102",0,8,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7108",0,1,"_Fld7109RRef","binary",16,0,0,0
"dbo","_InfoRg7108",0,2,"_Fld7110RRef","binary",16,0,0,0
"dbo","_InfoRg7108",0,3,"_Fld7111","binary",1,0,0,0
"dbo","_InfoRg7108",0,4,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7114",0,1,"_Fld7115_TYPE","binary",1,0,0,0
"dbo","_InfoRg7114",0,2,"_Fld7115_RTRef","binary",4,0,0,0
"dbo","_InfoRg7114",0,3,"_Fld7115_RRRef","binary",16,0,0,0
"dbo","_InfoRg7114",0,4,"_Fld7116","nvarchar",72,0,0,0
"dbo","_InfoRg7114",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7118",0,1,"_Fld7119RRef","binary",16,0,0,0
"dbo","_InfoRg7118",0,2,"_Fld7120","nvarchar",510,0,0,0
"dbo","_InfoRg7118",0,3,"_Fld7121","nvarchar",-1,0,0,0
"dbo","_InfoRg7118",0,4,"_Fld7122","nvarchar",-1,0,0,0
"dbo","_InfoRg7118",0,5,"_Fld7123","nvarchar",-1,0,0,0
"dbo","_InfoRg7118",0,6,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7126",258,1,"_Fld7127RRef","binary",16,0,0,0
"dbo","_InfoRg7126",258,2,"_Fld7128RRef","binary",16,0,0,0
"dbo","_InfoRg7126",258,3,"_Fld7129","datetime2",6,19,0,0
"dbo","_InfoRg7126",258,4,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7130",0,1,"_Fld7131RRef","binary",16,0,0,0
"dbo","_InfoRg7130",0,2,"_Fld7132","binary",16,0,0,0
"dbo","_InfoRg7130",0,3,"_Fld7133RRef","binary",16,0,0,0
"dbo","_InfoRg7130",0,4,"_Fld7134","binary",16,0,0,0
"dbo","_InfoRg7130",0,5,"_Fld7135","nvarchar",64,0,0,0
"dbo","_InfoRg7130",0,6,"_Fld7136","nvarchar",-1,0,0,0
"dbo","_InfoRg7130",0,7,"_Fld7137","nvarchar",-1,0,0,0
"dbo","_InfoRg7130",0,8,"_Fld7138","nvarchar",-1,0,0,0
"dbo","_InfoRg7130",0,9,"_Fld7139","nvarchar",-1,0,0,0
"dbo","_InfoRg7143",0,1,"_Fld7144_TYPE","binary",1,0,0,0
"dbo","_InfoRg7143",0,2,"_Fld7144_RTRef","binary",4,0,0,0
"dbo","_InfoRg7143",0,3,"_Fld7144_RRRef","binary",16,0,0,0
"dbo","_InfoRg7143",0,4,"_Fld7145","binary",16,0,0,0
"dbo","_InfoRg7143",0,5,"_Fld7146_TYPE","binary",1,0,0,0
"dbo","_InfoRg7143",0,6,"_Fld7146_L","binary",1,0,0,0
"dbo","_InfoRg7143",0,7,"_Fld7146_S","nvarchar",240,0,0,0
"dbo","_InfoRg7143",0,8,"_Fld7147","nvarchar",-1,0,0,0
"dbo","_InfoRg7152",0,1,"_Fld7153RRef","binary",16,0,0,0
"dbo","_InfoRg7152",0,2,"_Fld7154RRef","binary",16,0,0,0
"dbo","_InfoRg7152",0,3,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7156",83799,1,"_Fld7157_TYPE","binary",1,0,0,0
"dbo","_InfoRg7156",83799,2,"_Fld7157_RTRef","binary",4,0,0,0
"dbo","_InfoRg7156",83799,3,"_Fld7157_RRRef","binary",16,0,0,0
"dbo","_InfoRg7156",83799,4,"_Fld7158_TYPE","binary",1,0,0,0
"dbo","_InfoRg7156",83799,5,"_Fld7158_RTRef","binary",4,0,0,0
"dbo","_InfoRg7156",83799,6,"_Fld7158_RRRef","binary",16,0,0,0
"dbo","_InfoRg7156",83799,7,"_Fld7159","datetime2",6,19,0,0
"dbo","_InfoRg7156",83799,8,"_Fld7160_TYPE","binary",1,0,0,0
"dbo","_InfoRg7156",83799,9,"_Fld7160_RTRef","binary",4,0,0,0
"dbo","_InfoRg7156",83799,10,"_Fld7160_RRRef","binary",16,0,0,0
"dbo","_InfoRg7156",83799,11,"_Fld7161","numeric",9,10,0,0
"dbo","_InfoRg7156",83799,12,"_Fld7162","numeric",9,10,0,0
"dbo","_InfoRg7156",83799,13,"_Fld7163","nvarchar",300,0,0,0
"dbo","_InfoRg7156",83799,14,"_Fld7164","nvarchar",-1,0,0,0
"dbo","_InfoRg7156",83799,15,"_Fld7165","binary",1,0,0,0
"dbo","_InfoRg7156",83799,16,"_Fld7166","numeric",9,10,0,0
"dbo","_InfoRg7156",83799,17,"_Fld7167","nvarchar",20,0,0,0
"dbo","_InfoRg7156",83799,18,"_Fld7168_TYPE","binary",1,0,0,0
"dbo","_InfoRg7156",83799,19,"_Fld7168_RTRef","binary",4,0,0,0
"dbo","_InfoRg7156",83799,20,"_Fld7168_RRRef","binary",16,0,0,0
"dbo","_InfoRg7156",83799,21,"_Fld7169","binary",1,0,0,0
"dbo","_InfoRg7156",83799,22,"_Fld7170RRef","binary",16,0,0,0
"dbo","_InfoRg7156",83799,23,"_Fld7171","binary",1,0,0,0
"dbo","_InfoRg7156",83799,24,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7180",0,1,"_Fld7181","datetime2",6,19,0,0
"dbo","_InfoRg7180",0,2,"_Fld7182RRef","binary",16,0,0,0
"dbo","_InfoRg7180",0,3,"_Fld7183RRef","binary",16,0,0,0
"dbo","_InfoRg7180",0,4,"_Fld7184RRef","binary",16,0,0,0
"dbo","_InfoRg7180",0,5,"_Fld7185","datetime2",6,19,0,0
"dbo","_InfoRg7180",0,6,"_Fld7186","numeric",5,4,0,0
"dbo","_InfoRg7180",0,7,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7190",0,1,"_Fld7191","datetime2",6,19,0,0
"dbo","_InfoRg7190",0,2,"_Fld7192RRef","binary",16,0,0,0
"dbo","_InfoRg7190",0,3,"_Fld7193RRef","binary",16,0,0,0
"dbo","_InfoRg7190",0,4,"_Fld7194","datetime2",6,19,0,0
"dbo","_InfoRg7190",0,5,"_Fld7195","numeric",5,4,0,0
"dbo","_InfoRg7190",0,6,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7199",0,1,"_Fld7200","binary",16,0,0,0
"dbo","_InfoRg7199",0,2,"_Fld7201_TYPE","binary",1,0,0,0
"dbo","_InfoRg7199",0,3,"_Fld7201_RTRef","binary",4,0,0,0
"dbo","_InfoRg7199",0,4,"_Fld7201_RRRef","binary",16,0,0,0
"dbo","_InfoRg7199",0,5,"_Fld7202","numeric",9,10,0,0
"dbo","_InfoRg7199",0,6,"_Fld7203","binary",1,0,0,0
"dbo","_InfoRg7199",0,7,"_Fld7204","binary",16,0,0,0
"dbo","_InfoRg7199",0,8,"_Fld7205","binary",16,0,0,0
"dbo","_InfoRg7199",0,9,"_Fld10031","datetime2",6,19,0,0
"dbo","_InfoRg7199",0,10,"_Fld1648","numeric",5,7,0,0
"dbo","_InfoRg7207",0,1,"_Fld7208","binary",16,0,0,0
"dbo","_InfoRg7207",0,2,"_Fld7209","binary",16,0,0,0
"dbo","_InfoRg7207",0,3,"_Fld7210","numeric",5,2,0,0
"dbo","_InfoRg7215",0,1,"_Fld7216_TYPE","binary",1,0,0,0
"dbo","_InfoRg7215",0,2,"_Fld7216_RTRef","binary",4,0,0,0
"dbo","_InfoRg7215",0,3,"_Fld7216_RRRef","binary",16,0,0,0
"dbo","_InfoRg7215",0,4,"_Fld7217","numeric",9,10,0,0
"dbo","_InfoRg7215",0,5,"_Fld7218","nvarchar",-1,0,0,0
"dbo","_InfoRg7215",0,6,"_Fld7219","varbinary",-1,0,0,0
"dbo","_InfoRg7215",0,7,"_Fld7220","nvarchar",56,0,0,0
"dbo","_InfoRg7215",0,8,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7223",0,1,"_Period","datetime2",6,19,0,0
"dbo","_InfoRg7223",0,2,"_RecorderTRef","binary",4,0,0,0
"dbo","_InfoRg7223",0,3,"_RecorderRRef","binary",16,0,0,0
"dbo","_InfoRg7223",0,4,"_LineNo","numeric",5,9,0,0
"dbo","_InfoRg7223",0,5,"_Active","binary",1,0,0,0
"dbo","_InfoRg7223",0,6,"_Fld7224RRef","binary",16,0,0,0
"dbo","_InfoRg7223",0,7,"_Fld7225RRef","binary",16,0,0,0
"dbo","_InfoRg7223",0,8,"_Fld7226","binary",1,0,0,0
"dbo","_InfoRg7223",0,9,"_Fld7227","datetime2",6,19,0,0
"dbo","_InfoRg7223",0,10,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7230",0,1,"_Fld7231RRef","binary",16,0,0,0
"dbo","_InfoRg7230",0,2,"_Fld7232RRef","binary",16,0,0,0
"dbo","_InfoRg7230",0,3,"_Fld7233","nvarchar",256,0,0,0
"dbo","_InfoRg7230",0,4,"_Fld7234","binary",1,0,0,0
"dbo","_InfoRg7230",0,5,"_Fld8938","binary",1,0,0,0
"dbo","_InfoRg7238",0,1,"_Fld7239","nvarchar",510,0,0,0
"dbo","_InfoRg7238",0,2,"_Fld7240RRef","binary",16,0,0,0
"dbo","_InfoRg7238",0,3,"_Fld7241","nvarchar",50,0,0,0
"dbo","_InfoRg7238",0,4,"_Fld7242","nvarchar",510,0,0,0
"dbo","_InfoRg7238",0,5,"_Fld7243RRef","binary",16,0,0,0
"dbo","_InfoRg7238",0,6,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7246",0,1,"_Fld7247","nvarchar",100,0,0,0
"dbo","_InfoRg7246",0,2,"_Fld7248RRef","binary",16,0,0,0
"dbo","_InfoRg7246",0,3,"_Fld7249RRef","binary",16,0,0,0
"dbo","_InfoRg7246",0,4,"_Fld7250","nvarchar",2000,0,0,0
"dbo","_InfoRg7246",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7254",0,1,"_Fld7255RRef","binary",16,0,0,0
"dbo","_InfoRg7254",0,2,"_Fld7256","datetime2",6,19,0,0
"dbo","_InfoRg7254",0,3,"_Fld7257","datetime2",6,19,0,0
"dbo","_InfoRg7254",0,4,"_Fld7258","datetime2",6,19,0,0
"dbo","_InfoRg7254",0,5,"_Fld7259","binary",1,0,0,0
"dbo","_InfoRg7254",0,6,"_Fld7260","binary",1,0,0,0
"dbo","_InfoRg7254",0,7,"_Fld7261","numeric",13,25,0,0
"dbo","_InfoRg7254",0,8,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7264",0,1,"_Fld7265RRef","binary",16,0,0,0
"dbo","_InfoRg7264",0,2,"_Fld7266","nvarchar",256,0,0,0
"dbo","_InfoRg7264",0,3,"_Fld7267","nvarchar",512,0,0,0
"dbo","_InfoRg7264",0,4,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7268",42199,1,"_Fld7269RRef","binary",16,0,0,0
"dbo","_InfoRg7268",42199,2,"_Fld7270RRef","binary",16,0,0,0
"dbo","_InfoRg7268",42199,3,"_Fld7271","numeric",9,10,2,0
"dbo","_InfoRg7268",42199,4,"_Fld7272","numeric",5,5,2,0
"dbo","_InfoRg7268",42199,5,"_Fld7273RRef","binary",16,0,0,0
"dbo","_InfoRg7268",42199,6,"_Fld7274","datetime2",6,19,0,0
"dbo","_InfoRg7268",42199,7,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7278",3675,1,"_Fld7279_TYPE","binary",1,0,0,0
"dbo","_InfoRg7278",3675,2,"_Fld7279_N","numeric",9,15,0,0
"dbo","_InfoRg7278",3675,3,"_Fld7279_S","nvarchar",72,0,0,0
"dbo","_InfoRg7278",3675,4,"_Fld7280_TYPE","binary",1,0,0,0
"dbo","_InfoRg7278",3675,5,"_Fld7280_RTRef","binary",4,0,0,0
"dbo","_InfoRg7278",3675,6,"_Fld7280_RRRef","binary",16,0,0,0
"dbo","_InfoRg7278",3675,7,"_Fld7288RRef","binary",16,0,0,0
"dbo","_InfoRg7278",3675,8,"_Fld8939","datetime2",6,19,0,0
"dbo","_InfoRg7278",3675,9,"_Fld8940","datetime2",6,19,0,0
"dbo","_InfoRg7278",3675,10,"_Fld7290","datetime2",6,19,0,0
"dbo","_InfoRg7278",3675,11,"_Fld8941","nvarchar",200,0,0,0
"dbo","_InfoRg7278",3675,12,"_Fld7281","nvarchar",200,0,0,0
"dbo","_InfoRg7278",3675,13,"_Fld9422RRef","binary",16,0,0,0
"dbo","_InfoRg7278",3675,14,"_Fld8942","numeric",5,3,0,0
"dbo","_InfoRg7278",3675,15,"_Fld7282RRef","binary",16,0,0,0
"dbo","_InfoRg7278",3675,16,"_Fld7291","nvarchar",200,0,0,0
"dbo","_InfoRg7278",3675,17,"_Fld7287","nvarchar",-1,0,0,0
"dbo","_InfoRg7278",3675,18,"_Fld10094","binary",1,0,0,0
"dbo","_InfoRg7278",3675,19,"_Fld10233","binary",1,0,0,0
"dbo","_InfoRg7278",3675,20,"_Fld8943RRef","binary",16,0,0,0
"dbo","_InfoRg7278",3675,21,"_Fld7283","nvarchar",512,0,0,0
"dbo","_InfoRg7278",3675,22,"_Fld7285RRef","binary",16,0,0,0
"dbo","_InfoRg7278",3675,23,"_Fld7289RRef","binary",16,0,0,0
"dbo","_InfoRg7278",3675,24,"_Fld7284","numeric",13,20,2,0
"dbo","_InfoRg7278",3675,25,"_Fld8827RRef","binary",16,0,0,0
"dbo","_InfoRg7278",3675,26,"_Fld7286RRef","binary",16,0,0,0
"dbo","_InfoRg7278",3675,27,"_Fld8944","binary",1,0,0,0
"dbo","_InfoRg7278",3675,28,"_Fld10095","nvarchar",-1,0,0,0
"dbo","_InfoRg7278",3675,29,"_Fld10096RRef","binary",16,0,0,0
"dbo","_InfoRg7278",3675,30,"_Fld10234RRef","binary",16,0,0,0
"dbo","_InfoRg7278",3675,31,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7294",0,1,"_Fld7295RRef","binary",16,0,0,0
"dbo","_InfoRg7294",0,2,"_Fld7296","nvarchar",100,0,0,0
"dbo","_InfoRg7294",0,3,"_Fld7297","nvarchar",-1,0,0,0
"dbo","_InfoRg7294",0,4,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7298",69,1,"_Fld7299","datetime2",6,19,0,0
"dbo","_InfoRg7298",69,2,"_Fld7300RRef","binary",16,0,0,0
"dbo","_InfoRg7298",69,3,"_Fld7301RRef","binary",16,0,0,0
"dbo","_InfoRg7298",69,4,"_Fld7302RRef","binary",16,0,0,0
"dbo","_InfoRg7298",69,5,"_Fld7303","binary",1,0,0,0
"dbo","_InfoRg7298",69,6,"_Fld7304RRef","binary",16,0,0,0
"dbo","_InfoRg7298",69,7,"_Fld7305","datetime2",6,19,0,0
"dbo","_InfoRg7298",69,8,"_Fld7306RRef","binary",16,0,0,0
"dbo","_InfoRg7298",69,9,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7308",0,1,"_Fld7309RRef","binary",16,0,0,0
"dbo","_InfoRg7308",0,2,"_Fld7310","nvarchar",72,0,0,0
"dbo","_InfoRg7308",0,3,"_Fld7311","datetime2",6,19,0,0
"dbo","_InfoRg7308",0,4,"_Fld7312","binary",1,0,0,0
"dbo","_InfoRg7308",0,5,"_Fld7313_TYPE","binary",1,0,0,0
"dbo","_InfoRg7308",0,6,"_Fld7313_RTRef","binary",4,0,0,0
"dbo","_InfoRg7308",0,7,"_Fld7313_RRRef","binary",16,0,0,0
"dbo","_InfoRg7308",0,8,"_Fld8947RRef","binary",16,0,0,0
"dbo","_InfoRg7308",0,9,"_Fld7314","nvarchar",-1,0,0,0
"dbo","_InfoRg7308",0,10,"_Fld9423","nvarchar",-1,0,0,0
"dbo","_InfoRg7308",0,11,"_Fld7315","nvarchar",150,0,0,0
"dbo","_InfoRg7308",0,12,"_Fld8835","varbinary",-1,0,0,0
"dbo","_InfoRg7308",0,13,"_Fld7316_TYPE","binary",1,0,0,0
"dbo","_InfoRg7308",0,14,"_Fld7316_RTRef","binary",4,0,0,0
"dbo","_InfoRg7308",0,15,"_Fld7316_RRRef","binary",16,0,0,0
"dbo","_InfoRg7308",0,16,"_Fld7317","nvarchar",40,0,0,0
"dbo","_InfoRg7308",0,17,"_Fld8948","numeric",9,10,0,0
"dbo","_InfoRg7308",0,18,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7319",0,1,"_Fld7320RRef","binary",16,0,0,0
"dbo","_InfoRg7319",0,2,"_Fld7321","datetime2",6,19,0,0
"dbo","_InfoRg7319",0,3,"_Fld7322RRef","binary",16,0,0,0
"dbo","_InfoRg7319",0,4,"_Fld7323","nvarchar",600,0,0,0
"dbo","_InfoRg7319",0,5,"_Fld7324_TYPE","binary",1,0,0,0
"dbo","_InfoRg7319",0,6,"_Fld7324_RTRef","binary",4,0,0,0
"dbo","_InfoRg7319",0,7,"_Fld7324_RRRef","binary",16,0,0,0
"dbo","_InfoRg7319",0,8,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7327",0,1,"_Fld7328","nvarchar",100,0,0,0
"dbo","_InfoRg7327",0,2,"_Fld7329","numeric",9,11,0,0
"dbo","_InfoRg7327",0,3,"_Fld346","numeric",5,7,0,0
"dbo","_InfoRg7335",0,1,"_Fld7336_TYPE","binary",1,0,0,0
"dbo","_InfoRg7335",0,2,"_Fld7336_RTRef","binary",4,0,0,0
"dbo","_InfoRg7335",0,3,"_Fld7336_RRRef","binary",16,0,0,0
"dbo","_InfoRg7335",0,4,"_Fld7337RRef","binary",16,0,0,0
"dbo","_InfoRg7335",0,5,"_Fld7338_TYPE","binary",1,0,0,0
"dbo","_InfoRg7335",0,6,"_Fld7338_RTRef","binary",4,0,0,0
